1 (5)	Sir James Dyson and family	£16.2bn	£3.6bn	Household goods and Technology
890= (825=)	Angus Thirlwell	£135m	£13m	Food
890= (851=)	Aran and Arvan Handa and family	£135m	£5m	Hotels and Care homes
890= (760=)	Bill Brett and family	£135m	£20m	Quarrying
890= (920=)	Daniel Craig and Rachel Weisz	£135m	£7m	Films
890= (728=)	Jamie Boot and family	£135m	£27m	Property
890= (835=)	Jan Colam and family	£135m	£10m	Fishing
890= (876=)	Lady Nina Bracewell-Smith and family	£135m	No change	Football and Hotels
890= (825=)	Peter Harris	£135m	£13m	Food
890= (876=)	Sir Rod Aldridge	£135m	No change	Business services
900= (934=)	Anton Bilton and family	£134m	£8m	Property
900= (884=)	Gary Dutton	£134m	No change	Windows and Conservatories
900=	Mark and Rhianon Bailey	£134m	New entry	Car sales
900= (959=)	Paul Lukic and family	£134m	£10m	Recruitment
900= (888=)	Surinder Kandola	£134m	£1m	Food
900= (891=)	The Duke of Roxburghe	£134m	£2m	Land
906= (891=)	Jack Morris and family	£133m	£1m	Property
906= (914=)	John Elkington	£133m	£4m	Property
906= (934=)	Nandlal and Deep Valecha	£133m	£7m	Gas services
906=	Stuart Moore	£133m	New entry	Building supplies
906= (843=)	William Asprey and family	£133m	£9m	Guns and Jewellery
911= (927=)	E L James	£132m	£5m	Novels
911= (914=)	George Meyrick	£132m	£3m	Land and Property
911= (970=)	Kevin Wheatcroft	£132m	£10m	Motor sport and Property
911= (768=)	Michael Graham and family	£132m	£22m	Construction
915= (914=)	Chris Watson and family	£131m	£2m	Cycling
915= (934=)	David and Lesley Jackson	£131m	£5m	Business services
915= (876=)	David Kahn and family	£131m	£4m	Flooring
915= (927=)	Gene Willson	£131m	£4m	Aviation
915= (775=)	Hamish Ogston	£131m	£21m	Business services
915= (830=)	Lord and Charles Saatchi	£131m	£15m	Advertising and Art
915= (900=)	Michael O'Hara and family	£131m	£1m	Construction
915=	Tony Kleanthous	£131m	New entry	Football and Property
923= (945=)	Brian Morrisroe	£130m	£5m	Construction
923= (964=)	David and Richard Knight	£130m	£7m	Business services
923=	David Beech	£130m	New entry	Law
923=	David Henderson	£130m	New entry	Building supplies
923= (927=)	Duncan Fletcher and family	£130m	£3m	Construction
923= (927=)	John and Peter Shropshire	£130m	£3m	Food and Farming
923= (900=)	Julian and Marc Worth	£130m	No change	Internet and Fashion
923= (900=)	Kaveh Alamouti	£130m	No change	Hedge fund
923=	Lawrence Tomlinson	£130m	New entry	Care homes and Industry
923=	Mike Burton and family	£130m	New entry	Engineering
923=	Mustafa and Fatma Kiamil	£130m	New entry	Food
923= (900=)	Nemir Kirdar	£130m	No change	Finance
923= (698=)	Niels Stolt-Nielsen	£130m	£42m	Shipping and Fisheries
923= (900=)	Richard Benyon and family	£130m	No change	Land
923= (900=)	Roger Ames	£130m	No change	Music
923=	Tony Deep Wouhra and family	£130m	New entry	Food
939=	Derek, Ryan and Ross Bawn and family	£128m	New entry	Property
939= (920=)	Martin Lewis	£128m	No change	Internet and Media
939= (920=)	Max Smith-Hilliard	£128m	No change	Meat
939= (830=)	Michael Conway and family	£128m	£18m	Construction
939= (920=)	Stuart Dalziel and family	£128m	No change	Food
944= (945=)	Jimmy Page	£127m	£2m	Music
944= (978=)	Nicholas and Michael Wainwright and family	£127m	£7m	Jewellery
944= (556=)	Roger Bromley and family	£127m	£88m	Footwear
944= (934=)	Sir Damon Buffini	£127m	£1m	Finance
944=	Sukhinder and Rajbir Singh	£127m	New entry	Spirits
949= (978=)	Michael and Mona Masterson and family	£126m	£6m	Construction
949= (897=)	Michael Yarrow and family	£126m	£5m	Pharmaceuticals
949= (768=)	Nick Grey and family	£126m	£28m	Technology
949= (934=)	Sir Tom Farmer	£126m	No change	Car parts and Property
949= (934=)	The Baylis family	£126m	No change	Property
949= (897=)	Warren Haskins and family	£126m	£5m	Garden centres and Retailing
955= (945=)	Bill Archer	£125m	No change	DIY
955= (914=)	Bruce Robertson and family	£125m	£4m	Discount stores
955=	Danny Durkan and family	£125m	New entry	Construction
955=	David Attwood and family	£125m	New entry	Timber
955= (945=)	Earl Spencer	£125m	No change	Land and Art
955= (978=)	Elliott Bernerd	£125m	£5m	Property
955=	Firoz Tejani and family	£125m	New entry	Foreign exchange
955= (934=)	Hitesh and Dilesh Mehta	£125m	£1m	Perfume
955= (787=)	John Harry and family	£125m	£25m	Scrap metal
955= (945=)	Mads Gensmann	£125m	No change	Hedge fund
955= (945=)	Mark and Tom Wakeford and family	£125m	No change	Construction
955= (945=)	Mark Poole	£125m	No change	Hedge fund
955=	Mark Pullan and family	£125m	New entry	Construction
955= (768=)	Martin Bell and family	£125m	£29m	Business services
955=	Martin Dawes and family	£125m	New entry	Telecoms and Software
955= (978=)	The Earl of Rosebery	£125m	£5m	Land and Art
971 (978=)	Harold Montgomery and family	£124m	£4m	Transport
972= (978=)	Adam and Jason Fuller and family	£123m	£3m	Food
972= (848=)	Carol Kane	£123m	£18m	Fashion
972= (964=)	David Hutchinson and family	£123m	No change	Chemicals
972= (587=)	Tim Warrillow	£123m	£82m	Drinks
976=	Andrew Killingsworth	£122m	New entry	Fashion
976=	Damian Heron and family	£122m	New entry	Construction
976= (978=)	Gary and Catherine Grant	£122m	£2m	Retailing
976=	Peter Boyle and Ciara Denvir	£122m	New entry	Jewellery
980= (972=)	Lord and Lady Popat and family	£121m	No change	Care homes and Hotels
980=	Tom and Stephen Martin and family	£121m	New entry	Safety equipment
982= (978=)	Andrew Page and family	£120m	No change	Car parts
982= (978=)	Barry and Emma-Jane Rubery	£120m	No change	Electronics
982= (835=)	Brendan O'Malley and family	£120m	£25m	Construction
982= (978=)	Cesar Mascaraque	£120m	No change	Internet
982= (978=)	Chris and Chris Edwards	£120m	No change	Discount stores
982= (964=)	Colin Mustoe and family	£120m	£3m	Office equipment
982= (959=)	David and Betty Carr	£120m	£4m	Car sales
982= (978=)	Jo Bradwell	£120m	No change	Pharmaceuticals
982= (978=)	John Bigwood and family	£120m	No change	Food
982=	Lord and Lady Nash	£120m	New entry	Software
982= (884=)	Nitin Sodha and family	£120m	£14m	Pharmaceuticals
982=	Paul Rippon	£120m	New entry	Financial services
982=	Philip Burgan	£120m	New entry	Pharmacies and Care homes
982=	Roderick Jack	£120m	New entry	Finance
982= (641=)	Sir Henry Angest	£120m	£70m	Finance
982= (914=)	Terry Lister and family	£120m	£9m	Car sales
982= (978=)	The Earl of Stockton and the Macmillan family	£120m	No change	Publishing
982= (945=)	Tony Travis and family	£120m	£5m	Building supplies
982=	Woon Wing Yip and family	£120m	New entry	Cash and carry








